SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000000117	-0.0305210520771766	-1.38555470295761	-0.326694134951651	0.499668890726351	0.081647002349726	0.195757478222003	0.0851721002126737	0.630295193129065	0.287523974037985	0.10964669463074
ENSMMUG00000000118	2.7467110406598	2.65638363862083	2.66562650798841	2.55152417832065	2.57228793948042	2.2198021184788	2.36759015870135	2.75587675467166	2.39116782877787	2.3089480245323
ENSMMUG00000000121	-0.452912825274232	-0.604879993993737	-0.162161797411088	0.652518379409727	-0.364496961676576	-0.333266750039236	-0.432598782738133	-0.866335073466022	0.14983842831596	0.451086653749446
ENSMMUG00000000122	3.45432333587133	2.86969086159994	2.79098692835635	3.0917179773482	3.25681675177725	3.37827576524088	3.01822152892215	2.40742195909384	3.47755683546037	2.11626282711691
ENSMMUG00000000123	2.78616734364348	2.55018627732116	3.13339798301822	2.33530088437737	2.64339138341819	2.35185470620059	2.72549973628464	2.45575216340265	2.24861258040726	2.58166021512211
ENSMMUG00000000124	5.05592265361116	5.22074912353633	4.95973038832424	5.09895157099163	5.14161538868475	5.19690510866448	4.90604695981023	5.12858204422296	4.99084398426714	4.7739901102594
ENSMMUG00000000125	3.39406856543175	3.30767788129329	3.47842665262182	2.48701636096486	3.03879254066446	3.04952729310405	3.6909926206354	3.66280989936398	3.03448230198767	2.68039925961842
ENSMMUG00000000130	5.41739120981588	5.744493628822	5.7681315033549	4.99783171753658	4.94119543687593	5.14641187952714	5.28863954151831	5.69629838023853	4.86016478562853	4.65168092387003
ENSMMUG00000000134	8.29762387140013	7.94190114210453	7.68710364474351	7.69298050903489	8.19118096910987	8.15658493121938	7.97327421517298	7.81386808826265	7.96476597427132	7.81301019686654
ENSMMUG00000000135	5.1731605507121	5.15046874575186	5.23562389447809	4.94698068232039	5.39438928750826	4.98902986104984	5.16090156844746	5.37159316158865	5.3113421009459	5.06011711626898
ENSMMUG00000000136	2.88902806116368	3.18412137417007	2.31881274201149	2.92461823547521	3.07954563599338	2.53022426937188	2.98441469792252	2.51850127284484	2.44260719873026	3.06784885915527
ENSMMUG00000000137	11.3127770844861	11.5279329178961	11.1997054897181	11.266570272055	11.2133225694371	11.42588480572	11.5231572456473	10.9899955129388	11.4493485332931	11.5343843996028
ENSMMUG00000000138	5.0412840617606	4.9830747475697	4.539018592438	4.93916352648397	4.91036977989948	4.80997592726427	4.48247216240573	2.96168051779823	4.4869097242745	5.33623225270612
ENSMMUG00000000140	6.00579259548302	6.07734552462104	6.20707758249807	5.9432692349284	5.89174878327643	5.77994930965283	5.95293135469352	6.26996239845018	6.11882087835836	6.00666903962588
ENSMMUG00000000141	4.94387606647616	4.80109025434267	4.90419591284738	4.60978175516852	4.85913227196525	4.81614267321266	5.13258265664985	5.07864453374386	5.12311758659462	4.74309546589456
