Geneid	SRR15024168	SRR15024173	SRR15024174	SRR15024175	SRR15024177	SRR15024178	SRR15024182	SRR15024183	SRR15024186	SRR15024188
ENSMMUG00000020481	3574	2730	3244	3030	2860	2240	3378	2860	2904	2469
ENSMMUG00000020482	2582	1958	2560	2563	2421	1703	2669	2116	2171	1733
ENSMMUG00000020483	712	676	466	826	510	725	856	485	680	642
ENSMMUG00000020486	28	7	16	11	11	14	12	12	21	16
ENSMMUG00000020488	8229	5786	6433	4931	6578	5240	7445	5583	7521	5206
ENSMMUG00000020489	151	145	110	163	161	185	184	89	134	116
ENSMMUG00000020491	298	191	312	286	315	192	277	212	277	221
ENSMMUG00000020493	155	160	154	148	134	115	168	137	122	131
ENSMMUG00000020495	317	233	292	389	220	245	242	230	251	264
ENSMMUG00000020498	456	308	231	463	253	276	347	142	260	362
ENSMMUG00000020502	474	470	491	411	259	317	597	307	480	441
ENSMMUG00000020503	11433	9336	10127	11512	9028	8116	11459	6180	9873	9686
ENSMMUG00000020504	132	129	112	112	101	116	147	89	102	90
ENSMMUG00000020505	250	213	208	266	199	196	252	242	267	171
ENSMMUG00000020508	254	176	248	285	175	174	222	252	196	189
ENSMMUG00000020510	289	149	194	224	215	182	226	178	223	220
ENSMMUG00000020511	320	225	301	170	309	195	280	400	230	251
ENSMMUG00000020512	1912	1572	1297	1657	1675	1638	1667	1159	1509	1553
ENSMMUG00000020513	936	688	703	1100	693	713	837	686	767	736
ENSMMUG00000020514	918	538	754	603	676	428	623	619	637	422
ENSMMUG00000020515	47	51	29	38	50	21	36	23	24	30
ENSMMUG00000020516	2069	1324	2109	1113	1464	884	1822	1395	1567	1276
ENSMMUG00000020520	4284	4357	4936	4943	4241	3817	4636	4155	4679	4136
ENSMMUG00000020521	1647	1027	1146	1703	1105	899	1181	920	1164	950
ENSMMUG00000020523	565	610	698	410	497	268	689	547	529	340
ENSMMUG00000020524	6736	5734	6451	3791	5559	4216	7162	5743	5439	3897
ENSMMUG00000020525	305	297	285	241	330	150	383	191	233	245
ENSMMUG00000020527	3351	3356	3421	3328	2728	2587	3724	2607	2920	2650
ENSMMUG00000020528	108	92	78	74	90	37	65	114	50	55
ENSMMUG00000020530	155	133	143	112	102	73	155	133	119	70
ENSMMUG00000020531	448	433	659	298	427	192	559	584	279	225
ENSMMUG00000020532	216	101	158	171	137	136	155	117	141	117
ENSMMUG00000020533	31	18	7	15	10	2	21	11	10	12
ENSMMUG00000020534	1592	1313	1709	1425	1568	1010	1512	1156	1535	1570
ENSMMUG00000020535	584	538	503	869	698	646	541	410	699	687
ENSMMUG00000020536	142	65	55	82	80	78	123	70	95	73
ENSMMUG00000020537	15	23	26	10	22	34	23	29	22	8
ENSMMUG00000020538	521	416	613	360	535	391	532	567	506	356
ENSMMUG00000020539	166	125	148	211	91	161	162	83	93	134
ENSMMUG00000020540	910	504	396	821	534	529	780	330	460	584
ENSMMUG00000020542	16	10	5	40	16	5	11	13	7	17
ENSMMUG00000020547	3	13	13	16	8	8	7	7	18	3
ENSMMUG00000020548	2	2	6	11	4	2	7	1	3	6
ENSMMUG00000020549	80	111	79	48	131	101	150	85	85	50
ENSMMUG00000020550	899	620	659	765	712	609	827	818	705	724
ENSMMUG00000020551	258	219	201	272	165	150	339	216	193	232
ENSMMUG00000020553	4887	4053	4956	4669	3964	3278	4805	4327	4041	3518
ENSMMUG00000020555	3849	3203	4425	3533	2854	2063	3924	3068	3033	2927
ENSMMUG00000020557	781	710	735	593	747	620	948	555	615	552
ENSMMUG00000020558	98	91	80	112	122	79	118	85	63	135
ENSMMUG00000020560	349	230	294	222	224	237	319	290	282	238
ENSMMUG00000020562	3	0	5	5	16	5	5	21	3	5
ENSMMUG00000020563	421	252	295	333	299	291	346	282	272	250
ENSMMUG00000020565	2051	1560	2269	1896	1844	2039	2321	1431	2003	1548
ENSMMUG00000020571	48	37	40	64	34	30	58	42	55	36
ENSMMUG00000020572	1109	861	840	778	976	790	1037	887	925	662
ENSMMUG00000020573	192	246	281	164	255	168	267	148	224	171
ENSMMUG00000020575	308	220	293	230	258	205	423	309	281	207
ENSMMUG00000020579	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020580	693	508	496	506	544	422	725	484	513	454
ENSMMUG00000020581	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000020582	413	451	336	385	440	434	413	182	318	290
ENSMMUG00000020583	2120	1742	1916	1233	1807	1455	2339	1844	1687	1259
ENSMMUG00000020586	1	0	1	5	1	1	0	0	1	4
ENSMMUG00000020587	331	114	168	244	198	182	266	135	198	187
ENSMMUG00000020588	586	442	418	463	486	357	469	394	408	411
ENSMMUG00000020592	879	640	993	857	631	444	863	658	869	623
ENSMMUG00000020594	15	5	5	14	5	12	5	6	4	9
ENSMMUG00000020595	820	718	677	506	646	388	752	804	587	434
ENSMMUG00000020597	895	823	783	1207	824	819	1021	454	822	877
ENSMMUG00000020598	601	348	413	706	371	412	537	311	391	395
ENSMMUG00000020601	136	92	132	95	76	63	90	54	119	74
ENSMMUG00000020603	16	28	23	24	18	28	19	28	43	46
ENSMMUG00000020604	447	359	378	545	351	451	475	298	397	302
ENSMMUG00000020605	34	27	18	29	20	15	27	31	6	3
ENSMMUG00000020608	118	103	157	141	101	114	161	199	147	157
ENSMMUG00000020609	0	0	0	2	0	0	0	0	0	1
ENSMMUG00000020612	497	399	407	248	419	289	468	466	400	261
ENSMMUG00000020614	461	391	359	350	390	359	362	308	371	308
ENSMMUG00000020616	3733	3252	3765	3154	3162	2762	4195	2965	3243	2914
ENSMMUG00000020617	701	604	750	675	743	603	688	491	652	606
ENSMMUG00000020618	1778	1810	1744	1857	1748	1722	1826	1398	1836	1538
ENSMMUG00000020624	64	71	103	181	100	64	73	85	155	180
ENSMMUG00000020627	1058	785	827	1072	1178	1069	1115	617	1049	877
ENSMMUG00000020629	1311	900	987	1048	991	954	1096	904	1152	896
ENSMMUG00000020631	344	239	248	368	310	250	310	245	244	253
ENSMMUG00000020633	12	52	26	32	22	36	79	29	22	31
ENSMMUG00000020634	2176	1663	1851	1357	1779	1410	2191	1580	1672	1306
ENSMMUG00000020637	922	696	921	700	535	668	802	1318	800	549
ENSMMUG00000020639	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020641	175	181	177	226	205	225	217	156	199	161
ENSMMUG00000020642	409	320	317	294	327	254	427	296	324	282
ENSMMUG00000020643	261	181	162	161	163	166	159	152	146	147
ENSMMUG00000020644	287	116	321	326	217	239	121	53	201	142
ENSMMUG00000020646	0	0	0	0	0	0	1	0	0	0
ENSMMUG00000020648	298	321	333	345	317	288	389	171	251	263
ENSMMUG00000020650	1237	947	1154	854	1041	914	1209	875	1062	1008
ENSMMUG00000020651	117	190	182	49	94	80	263	177	81	48
ENSMMUG00000020653	261	90	132	298	92	72	144	76	103	75
ENSMMUG00000020654	1571	1107	1199	1107	917	941	1475	806	1202	994
ENSMMUG00000020655	397	374	288	410	398	401	338	297	367	320
ENSMMUG00000020656	0	4	0	2	3	0	1	3	0	0
ENSMMUG00000020657	0	0	2	0	0	0	0	0	0	0
ENSMMUG00000020658	801	650	718	735	788	662	861	663	680	566
ENSMMUG00000020660	38	57	73	79	70	41	121	113	68	47
ENSMMUG00000020661	2	1	0	2	0	2	2	0	0	0
ENSMMUG00000020663	266	288	242	220	230	200	331	245	260	184
ENSMMUG00000020665	149	67	117	98	102	71	107	19	139	108
ENSMMUG00000020666	1359	1051	1035	945	1102	880	1369	869	1113	924
ENSMMUG00000020667	2929	2484	2264	3290	2644	2483	2822	1887	2720	2231
ENSMMUG00000020668	103	104	106	95	74	76	110	99	89	68
ENSMMUG00000020669	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020671	1	1	0	0	2	1	0	0	0	2
ENSMMUG00000020674	450	382	492	310	325	272	496	348	311	318
ENSMMUG00000020676	0	0	0	0	0	0	0	0	0	2
ENSMMUG00000020677	315	166	257	201	198	211	264	290	203	143
ENSMMUG00000020679	3	6	12	6	11	11	13	3	2	5
ENSMMUG00000020680	0	2	1	0	1	0	4	4	0	1
ENSMMUG00000020683	679	504	575	528	569	455	768	503	689	520
ENSMMUG00000020685	107	127	115	86	131	128	109	134	112	106
ENSMMUG00000020687	327	307	324	527	306	261	359	231	257	438
ENSMMUG00000020690	2400	2349	3572	1707	1920	1116	3383	3119	1785	1143
ENSMMUG00000020691	335	367	382	298	326	254	419	398	320	252
ENSMMUG00000020692	292	245	188	179	291	153	203	235	170	185
ENSMMUG00000020693	948	688	713	617	861	754	938	668	784	508
ENSMMUG00000020694	110	87	102	139	114	123	115	78	124	87
ENSMMUG00000020695	15	25	25	38	18	18	26	34	19	35
ENSMMUG00000020697	2	7	1	3	4	0	3	2	3	5
ENSMMUG00000020698	139	111	91	207	110	146	78	92	136	149
ENSMMUG00000020699	385	344	396	233	278	227	435	401	321	190
ENSMMUG00000020700	290	241	257	287	271	161	330	218	238	202
ENSMMUG00000020703	345	336	329	384	399	419	454	259	348	320
ENSMMUG00000020705	2951	2706	2545	3495	2220	2044	2912	2020	2626	3251
ENSMMUG00000020706	164	117	153	182	158	176	211	176	208	188
ENSMMUG00000020707	3326	3118	3039	3024	2855	2754	3710	2592	3060	2236
ENSMMUG00000020710	4095	3107	3611	3217	3480	3282	4235	2845	3254	2564
ENSMMUG00000020711	273	215	243	413	250	233	304	147	262	279
ENSMMUG00000020712	574	518	613	583	447	381	583	576	512	441
ENSMMUG00000020716	14	8	8	18	15	12	11	15	8	18
ENSMMUG00000020719	1043	615	681	784	802	675	838	684	656	783
ENSMMUG00000020721	43	29	24	69	57	36	55	27	42	37
ENSMMUG00000020724	1	0	0	0	3	0	4	1	2	2
ENSMMUG00000020725	214	121	236	217	174	141	234	110	155	175
ENSMMUG00000020726	139	88	151	90	113	78	170	84	126	119
ENSMMUG00000020727	286	248	370	342	238	236	393	194	296	252
ENSMMUG00000020731	540	382	311	488	318	381	445	307	343	423
ENSMMUG00000020733	116	124	117	116	74	109	157	122	79	67
ENSMMUG00000020734	545	459	353	500	459	455	632	427	458	388
ENSMMUG00000020736	47	46	66	36	55	43	65	85	58	62
ENSMMUG00000020737	2	5	18	36	6	18	13	17	17	9
ENSMMUG00000020739	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020740	2934	2554	2746	1553	2712	2069	2924	2801	2262	1371
ENSMMUG00000020743	918	693	635	643	786	611	892	620	871	682
ENSMMUG00000020744	506	344	562	288	418	305	542	444	371	274
ENSMMUG00000020745	110	117	142	65	67	31	105	54	86	66
ENSMMUG00000020746	150	179	155	173	164	103	221	145	180	141
ENSMMUG00000020747	8078	6920	7043	9793	10146	8287	12792	10110	9514	5884
ENSMMUG00000020749	3	0	0	2	13	0	6	3	0	2
ENSMMUG00000020751	190	157	188	260	188	137	202	204	172	118
ENSMMUG00000020754	37	55	96	34	66	34	93	47	38	71
ENSMMUG00000020756	200	175	413	358	116	234	295	394	357	225
ENSMMUG00000020758	1973	1453	1600	1554	1513	1354	2059	1430	1715	1358
ENSMMUG00000020761	592	534	669	355	549	482	728	590	516	430
ENSMMUG00000020762	148	86	82	101	75	77	151	96	69	84
ENSMMUG00000020763	802	684	667	666	727	642	759	511	652	514
ENSMMUG00000020765	416	285	375	256	356	334	415	376	298	224
ENSMMUG00000020766	2094	1850	1547	2120	1673	1627	2109	2046	1800	1882
ENSMMUG00000020771	10	18	11	17	42	16	17	34	21	18
ENSMMUG00000020772	3288	3569	4308	3963	3237	3143	4663	4026	3510	3139
ENSMMUG00000020773	4070	3385	3982	2789	3069	2293	4071	3438	3511	2411
ENSMMUG00000020774	832	712	667	755	632	619	927	451	776	646
ENSMMUG00000020775	20	1	8	20	37	5	17	22	20	18
ENSMMUG00000020776	95	60	83	94	77	67	163	65	68	79
ENSMMUG00000020777	48	27	44	44	41	47	43	24	38	51
ENSMMUG00000020780	2370	2088	2250	2702	2219	1957	2485	1459	2301	1861
ENSMMUG00000020782	2895	2527	2459	2900	3159	2596	3346	2336	3230	2153
ENSMMUG00000020783	0	0	7	6	9	1	2	0	2	1
ENSMMUG00000020784	277	300	341	260	360	209	376	256	258	254
ENSMMUG00000020786	317	168	212	290	224	108	223	175	205	213
ENSMMUG00000020792	5549	4105	4196	5303	5735	4112	6471	5649	4260	3752
ENSMMUG00000020794	3	0	1	0	0	0	1	1	2	3
ENSMMUG00000020795	1116	1549	2794	2032	1776	1406	1424	376	2833	2757
ENSMMUG00000020796	5072	5138	6000	5833	4675	3456	5111	4375	4602	3704
ENSMMUG00000020797	439	505	420	604	476	377	561	402	442	332
ENSMMUG00000020798	4084	2619	3486	4885	3302	2177	2411	1621	2918	2929
ENSMMUG00000020799	219	243	192	323	257	161	230	275	244	247
ENSMMUG00000020801	2227	2047	2858	2940	1669	1458	2165	2068	1775	1663
ENSMMUG00000020803	32	13	23	71	18	29	37	16	41	32
ENSMMUG00000020804	663	576	642	556	515	439	731	531	549	416
ENSMMUG00000020806	30	14	11	16	11	27	28	26	20	11
ENSMMUG00000020808	2937	2414	2225	1974	2505	1818	2872	2123	2681	1893
ENSMMUG00000020809	52	59	89	61	52	46	99	49	43	73
ENSMMUG00000020810	10	13	9	9	2	8	13	9	18	12
ENSMMUG00000020811	98	36	62	75	61	63	45	73	52	76
ENSMMUG00000020812	8	9	11	6	22	13	16	13	14	17
ENSMMUG00000020813	1376	1242	1130	1094	1352	1084	1618	1075	1367	1043
ENSMMUG00000020817	127	92	97	81	114	70	103	82	116	58
ENSMMUG00000020818	61	34	22	34	27	38	35	21	28	25
ENSMMUG00000020819	2938	2263	2426	1757	2495	1906	2909	2156	2440	1768
ENSMMUG00000020820	794	460	483	524	526	504	703	432	564	451
ENSMMUG00000020821	31	57	32	33	13	18	43	17	37	17
ENSMMUG00000020823	827	708	934	867	834	636	1001	971	963	702
ENSMMUG00000020824	562	385	552	393	499	364	542	305	476	537
ENSMMUG00000020825	108	103	138	126	101	79	168	140	105	83
ENSMMUG00000020831	35	24	18	24	29	24	37	13	18	22
ENSMMUG00000020834	413	353	422	358	358	242	437	351	390	330
ENSMMUG00000020835	2	4	4	0	0	1	2	1	1	0
ENSMMUG00000020837	210	245	284	116	165	210	420	445	231	97
ENSMMUG00000020838	1909	1446	1940	1402	1551	1337	1962	1538	1719	1262
ENSMMUG00000020839	792	745	863	532	675	594	974	833	845	439
ENSMMUG00000020840	267	237	421	391	296	203	407	242	224	184
ENSMMUG00000020841	486	461	572	380	432	407	559	468	478	362
ENSMMUG00000020845	0	0	0	0	1	0	0	0	0	0
ENSMMUG00000020847	85	53	36	114	58	61	83	59	83	54
ENSMMUG00000020849	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020851	3074	1767	1549	2707	2357	2718	2804	1408	2103	2030
ENSMMUG00000020852	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020854	2	0	0	1	0	0	2	3	0	2
ENSMMUG00000020855	0	0	0	0	0	3	1	1	0	1
ENSMMUG00000020856	3192	1419	3870	3127	1610	2923	2478	1595	3491	3027
ENSMMUG00000020858	110	50	142	102	87	78	147	92	97	88
ENSMMUG00000020859	243	229	190	206	198	159	248	188	217	171
ENSMMUG00000020860	39	19	67	52	29	43	26	25	60	31
ENSMMUG00000020861	38	39	20	33	76	26	28	23	29	20
ENSMMUG00000020862	31	6	28	20	32	12	22	21	34	17
ENSMMUG00000020863	2	0	0	0	0	0	0	0	0	0
ENSMMUG00000020868	0	0	0	0	0	2	0	0	0	0
ENSMMUG00000020875	963	634	433	865	998	817	953	364	608	638
ENSMMUG00000020877	715	517	507	763	596	552	886	549	594	597
ENSMMUG00000020878	1569	1207	1349	1790	1467	1333	1706	1254	1525	1495
ENSMMUG00000020880	202	143	156	240	184	173	137	135	163	173
ENSMMUG00000020881	2935	2481	2904	2874	2879	2065	3158	2483	2789	2510
ENSMMUG00000020882	358	210	214	297	248	270	347	263	236	236
ENSMMUG00000020885	552	402	351	470	377	347	453	315	396	395
ENSMMUG00000020893	419	451	421	429	543	412	540	430	547	435
ENSMMUG00000020894	2408	2232	2229	2534	3038	2620	3366	2030	2595	1800
ENSMMUG00000020895	990	861	711	804	904	771	1142	675	848	802
ENSMMUG00000020898	2693	2291	3054	2093	1975	1680	3171	2354	2205	1689
ENSMMUG00000020899	5	0	9	8	4	11	4	1	9	3
ENSMMUG00000020903	0	0	4	3	0	0	0	1	1	4
ENSMMUG00000020905	46	16	8	9	1	0	39	15	9	4
ENSMMUG00000020907	27	30	37	19	11	33	20	8	19	16
ENSMMUG00000020909	3	13	16	4	8	6	5	1	1	3
ENSMMUG00000020910	385	193	255	264	246	201	292	211	244	301
ENSMMUG00000020911	51	17	57	24	27	42	15	8	40	84
ENSMMUG00000020912	706	740	922	617	864	809	819	1342	759	463
ENSMMUG00000020913	2525	1831	2117	1501	1833	1381	2796	1923	1785	1237
ENSMMUG00000020914	67	36	46	28	26	15	54	23	25	24
ENSMMUG00000020916	1	0	2	2	0	5	0	3	2	4
ENSMMUG00000020919	353	312	340	218	242	176	333	252	206	183
ENSMMUG00000020923	226	198	221	231	156	160	293	216	209	168
ENSMMUG00000020924	2617	2314	2344	2865	2457	2134	2997	2122	2780	2203
ENSMMUG00000020925	1900	1103	1235	2055	1310	1283	1449	1042	1295	1558
ENSMMUG00000020926	247	202	173	226	156	171	202	114	134	208
ENSMMUG00000020928	297	187	185	222	205	138	277	157	244	195
ENSMMUG00000020930	265	202	267	129	216	94	279	198	168	142
ENSMMUG00000020931	162	107	143	170	122	107	162	130	85	142
ENSMMUG00000020932	719	607	667	479	590	496	728	501	609	430
ENSMMUG00000020933	7	9	15	7	11	16	8	4	8	13
ENSMMUG00000020935	1406	889	871	1212	776	879	1367	997	970	996
ENSMMUG00000020938	6	5	6	10	2	5	3	7	4	3
ENSMMUG00000020939	4789	4107	4624	5175	3904	3227	4653	4202	4808	4024
ENSMMUG00000020940	526	363	357	298	375	267	438	327	399	238
ENSMMUG00000020942	31	9	27	20	32	26	25	34	27	28
ENSMMUG00000020943	1051	925	844	986	895	695	1086	809	925	971
ENSMMUG00000020948	450	367	537	318	369	209	462	427	403	200
ENSMMUG00000020949	1682	1526	1845	1852	1563	1168	1935	1310	1713	1589
ENSMMUG00000020950	252	315	331	157	156	147	262	272	144	91
ENSMMUG00000020951	2892	2399	2836	2122	2224	1835	3140	2383	2040	1364
ENSMMUG00000020952	95	67	76	121	87	63	123	65	89	116
ENSMMUG00000020953	7055	6041	7093	6516	6252	4669	6844	6382	5697	5050
ENSMMUG00000020954	116	72	96	60	87	59	103	105	81	57
ENSMMUG00000020956	686	463	544	572	481	474	675	478	610	377
ENSMMUG00000020959	276	220	277	463	209	256	244	229	268	192
ENSMMUG00000020960	2363	2038	1903	2336	2056	1593	2048	1918	1951	1849
ENSMMUG00000020965	270	264	294	248	254	176	254	197	260	212
ENSMMUG00000020967	8	6	1	8	9	5	8	5	11	7
ENSMMUG00000020969	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000020970	1071	1099	1293	923	934	798	1191	887	1012	784
ENSMMUG00000020972	1305	1235	1292	1041	1188	861	1690	957	1148	990
ENSMMUG00000020974	1	9	12	4	1	9	9	4	5	4
ENSMMUG00000020975	144	131	158	255	102	85	183	51	147	95
ENSMMUG00000020976	6031	4680	4996	5287	5031	4297	5635	4653	5830	4322
ENSMMUG00000020979	240	225	231	268	229	215	218	179	287	234
ENSMMUG00000020980	594	394	378	783	506	501	426	294	352	419
ENSMMUG00000020982	689	536	602	552	615	546	688	709	670	521
ENSMMUG00000020987	0	0	0	1	0	0	0	0	0	0
ENSMMUG00000020988	6	1	4	4	0	0	9	10	2	3
ENSMMUG00000020990	72	77	101	88	55	120	127	28	119	74
ENSMMUG00000020992	3442	2885	3799	3898	3103	2424	3320	1901	3206	3005
ENSMMUG00000020993	31	16	30	27	31	20	27	19	16	49
ENSMMUG00000020994	12	6	6	19	19	8	3	7	16	16
ENSMMUG00000020995	9	4	4	9	10	5	4	3	2	5
ENSMMUG00000020996	4826	4051	4894	2193	4143	2797	4866	3842	2881	1758
ENSMMUG00000020999	84	37	68	87	66	84	70	58	70	71
ENSMMUG00000021002	1219	843	1004	786	978	761	1233	1148	948	839
ENSMMUG00000021005	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021006	0	0	0	2	0	0	16	0	0	7
ENSMMUG00000021008	64	40	47	45	63	65	71	50	76	53
ENSMMUG00000021009	87	71	88	94	73	68	125	77	94	69
ENSMMUG00000021010	128	120	121	86	78	73	146	110	112	60
ENSMMUG00000021011	144	113	105	127	117	124	155	92	84	90
ENSMMUG00000021012	944	640	607	470	657	383	741	775	540	437
ENSMMUG00000021017	1491	1108	1102	1133	1182	1025	1333	862	1229	1062
ENSMMUG00000021019	2000	1924	2010	1571	1627	1393	2038	1825	1831	1215
ENSMMUG00000021022	371	309	351	445	356	269	449	230	446	347
ENSMMUG00000021023	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021024	195	115	96	199	143	143	164	102	108	130
ENSMMUG00000021025	84	64	43	121	44	92	71	33	75	41
ENSMMUG00000021027	244	233	272	198	199	196	383	248	205	138
ENSMMUG00000021028	151	114	114	118	125	121	127	120	119	87
ENSMMUG00000021029	572	511	510	378	387	405	564	528	441	331
ENSMMUG00000021030	943	710	890	473	977	357	874	732	765	772
ENSMMUG00000021031	812	852	757	580	879	654	945	638	728	619
ENSMMUG00000021034	109	80	79	27	62	53	94	92	48	43
ENSMMUG00000021036	3739	2735	3352	2111	2781	2231	3680	2857	2955	2133
ENSMMUG00000021037	359	356	201	251	326	258	409	310	297	355
ENSMMUG00000021039	34	36	7	23	30	17	32	21	21	8
ENSMMUG00000021041	92	50	77	73	76	59	70	80	70	63
ENSMMUG00000021044	1347	1096	980	1203	988	880	1359	1172	1146	935
ENSMMUG00000021047	10	2	0	0	0	3	8	0	5	4
ENSMMUG00000021049	8	0	0	5	0	17	0	7	0	7
ENSMMUG00000021051	1153	970	1063	839	902	791	1434	1158	991	856
ENSMMUG00000021053	5470	5033	5240	4290	4981	3596	7374	5417	5208	3521
ENSMMUG00000021054	33	20	5	35	11	18	39	11	24	11
ENSMMUG00000021055	5324	4418	5474	4291	4912	3551	6709	5715	5315	3606
ENSMMUG00000021056	141	136	159	192	153	176	171	126	147	113
ENSMMUG00000021057	4073	3979	4399	4032	3490	2777	4548	3928	3538	3199
ENSMMUG00000021059	6944	7366	8814	5858	6307	5351	8735	5557	7275	6961
ENSMMUG00000021060	1	11	7	12	2	9	5	5	6	1
ENSMMUG00000021062	57	22	33	42	8	30	33	30	29	12
ENSMMUG00000021066	516	443	401	397	474	348	580	225	441	355
ENSMMUG00000021067	161	74	100	121	118	145	191	75	130	89
ENSMMUG00000021070	771	572	657	644	574	485	662	568	565	509
ENSMMUG00000021072	127	90	63	105	60	69	208	75	113	108
ENSMMUG00000021073	1611	1268	1005	1392	1131	1039	1568	996	1161	1483
ENSMMUG00000021074	273	211	305	184	361	145	293	201	195	193
ENSMMUG00000021075	4524	3219	3598	2631	3087	2558	4188	2867	3538	2368
ENSMMUG00000021078	19447	16317	16184	13870	15551	13086	21075	15888	19091	13780
ENSMMUG00000021079	192	162	212	144	205	131	248	155	207	117
ENSMMUG00000021080	292	240	218	217	213	239	265	240	276	207
ENSMMUG00000021081	19220	15163	17682	13713	18301	12259	21822	16726	21872	12387
ENSMMUG00000021082	181	123	136	112	127	88	132	133	122	138
ENSMMUG00000021083	1782	1235	1611	1280	1330	976	1739	1272	1404	1242
ENSMMUG00000021084	237	276	246	225	224	186	273	207	201	138
ENSMMUG00000021087	1345	1122	1094	1214	1249	1334	1512	1078	1309	1079
ENSMMUG00000021089	15	18	12	30	23	7	25	2	21	9
ENSMMUG00000021091	813	601	669	519	657	489	823	617	652	449
ENSMMUG00000021093	0	0	0	0	0	0	0	0	0	0
ENSMMUG00000021094	50	40	91	80	76	40	50	54	89	64
ENSMMUG00000021095	55	48	39	43	63	56	58	85	37	67
ENSMMUG00000021096	1208	888	939	1453	1240	862	1185	643	1167	910
ENSMMUG00000021097	77	46	79	62	57	37	59	70	65	50
ENSMMUG00000021098	7541	5626	6379	7150	5445	4882	7282	5443	6393	5366
ENSMMUG00000021099	0	0	0	0	0	0	0	0	2	0
ENSMMUG00000021102	45	15	60	71	26	27	49	14	32	32
ENSMMUG00000021104	50	31	35	25	19	22	55	30	36	15
ENSMMUG00000021111	11	16	3	9	5	10	8	8	9	20
ENSMMUG00000021112	4	2	4	0	1	1	4	1	3	0
ENSMMUG00000021113	124	69	91	78	81	55	128	89	60	99
ENSMMUG00000021114	8	11	0	9	7	18	3	5	5	13
ENSMMUG00000021116	3095	1925	2215	1369	2335	1078	2621	2456	1905	1641
ENSMMUG00000021117	1002	699	874	781	618	651	908	914	895	641
ENSMMUG00000021119	709	562	653	502	635	547	823	493	588	432
ENSMMUG00000021120	3908	3124	3524	2952	3287	2142	4428	3059	3235	2325
ENSMMUG00000021121	374	288	206	247	272	207	335	330	244	188
ENSMMUG00000021122	328	222	315	436	390	389	655	285	362	403
ENSMMUG00000021124	445	331	465	400	421	288	432	324	320	306
ENSMMUG00000021130	114	59	84	60	105	77	131	58	87	71
ENSMMUG00000021131	243	352	371	192	377	197	451	292	316	185
ENSMMUG00000021134	112	175	168	62	106	80	224	133	122	63
ENSMMUG00000021135	1	0	0	3	0	0	5	0	0	1
ENSMMUG00000021137	766	662	626	476	550	409	799	622	526	420
ENSMMUG00000021138	0	0	0	0	0	0	0	2	2	0
ENSMMUG00000021140	1	0	3	2	0	2	3	0	0	0
ENSMMUG00000021142	1413	1322	1494	1009	1328	1055	1767	1594	1108	757
ENSMMUG00000021143	0	0	0	0	0	1	0	0	0	0
ENSMMUG00000021144	218	244	354	304	149	265	201	316	256	130
ENSMMUG00000021145	973	871	918	938	922	742	1068	832	875	712
ENSMMUG00000021147	0	11	3	0	0	1	0	2	0	5
ENSMMUG00000021149	23	12	22	32	9	13	20	67	20	18
ENSMMUG00000021152	84	77	87	45	56	33	60	54	49	32
ENSMMUG00000021153	387	136	222	271	166	225	224	205	178	202
ENSMMUG00000021154	1	0	0	4	2	0	1	0	2	2
ENSMMUG00000021156	1686	1181	1196	1403	1329	1116	1378	1183	1245	1410
ENSMMUG00000021157	279	170	141	258	245	195	204	148	192	184
ENSMMUG00000021158	346	297	334	331	347	293	368	323	375	347
ENSMMUG00000021159	68	26	21	30	31	33	39	30	40	12
ENSMMUG00000021160	31	74	42	43	34	24	26	33	56	34
ENSMMUG00000021161	0	1	0	2	0	0	0	2	3	0
ENSMMUG00000021162	603	633	515	351	417	386	628	546	475	294
ENSMMUG00000021163	2716	1993	2379	1336	2327	1210	3133	2566	1748	1094
ENSMMUG00000021164	991	1072	871	728	769	677	1452	1005	898	727
ENSMMUG00000021165	1108	1012	1114	1056	871	1051	1303	1223	1075	711
ENSMMUG00000021166	356	230	246	230	312	228	340	264	282	223
ENSMMUG00000021168	5	0	2	12	5	3	2	2	8	2
ENSMMUG00000021169	0	0	0	0	0	0	0	0	1	0
ENSMMUG00000021171	107	59	49	30	76	52	109	40	67	55
ENSMMUG00000021172	402	345	296	360	319	297	489	318	378	302
ENSMMUG00000021173	531	405	498	458	508	440	469	367	472	367
ENSMMUG00000021176	79	94	91	139	74	41	116	33	57	97
ENSMMUG00000021177	25	11	23	45	35	5	39	16	38	18
ENSMMUG00000021181	6	7	5	11	2	6	0	6	12	4
ENSMMUG00000021182	5692	5133	5979	6582	5189	4562	4827	3590	5970	5631
ENSMMUG00000021183	138	143	141	161	135	120	130	227	148	99
ENSMMUG00000021184	736	556	483	541	492	502	846	464	532	452
ENSMMUG00000021185	98	68	47	42	52	26	86	48	63	98
ENSMMUG00000021186	478	340	389	168	186	424	486	532	333	112
