Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,AGE,individual_id,sex,source_name,tissue,Dominance_rank
SRR15023921,RNA-Seq,202,5689545130,PRJNA743291,SAMN20012569,1823467129,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335544,GSM5415119,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415119,SRP326660,10.23,2E9,female,primary motor cortex,primary motor cortex,low
SRR15023923,RNA-Seq,202,6707083770,PRJNA743291,SAMN20012567,2118687260,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335546,GSM5415121,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415121,SRP326660,11.20,2C7,female,amygdala,amygdala,low
SRR15023924,RNA-Seq,202,5075018508,PRJNA743291,SAMN20012566,1642970650,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335547,GSM5415122,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:39:00Z,1,GSM5415122,SRP326660,6.05,8L6,male,lateral geniculate nucleus,lateral geniculate nucleus,low
SRR15023925,RNA-Seq,202,4930543462,PRJNA743291,SAMN20012565,1561160996,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335548,GSM5415123,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:41:00Z,1,GSM5415123,SRP326660,6.16,8K7,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,high
SRR15023929,RNA-Seq,202,3718076842,PRJNA743291,SAMN20012561,1181196896,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335569,GSM5415127,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:39:00Z,1,GSM5415127,SRP326660,10.75,4C6,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,mid
SRR15023930,RNA-Seq,202,8796289778,PRJNA743291,SAMN20012560,2831724482,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335570,GSM5415128,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:49:00Z,1,GSM5415128,SRP326660,19.89,22H,female,putamen,putamen,mid
SRR15023933,RNA-Seq,202,7684808614,PRJNA743291,SAMN20012557,2578194546,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335573,GSM5415131,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:49:00Z,1,GSM5415131,SRP326660,6.97,9I5,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,mid
SRR15023934,RNA-Seq,202,5791568462,PRJNA743291,SAMN20012556,1838530132,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335574,GSM5415132,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:42:00Z,1,GSM5415132,SRP326660,13.95,94S,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,low
SRR15023939,RNA-Seq,202,3482973082,PRJNA743291,SAMN20012548,1100280270,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335595,GSM5415137,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:38:00Z,1,GSM5415137,SRP326660,10.23,2E9,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,low
SRR15023942,RNA-Seq,202,9199958498,PRJNA743291,SAMN20012545,3048517798,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335598,GSM5415140,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:50:00Z,1,GSM5415140,SRP326660,11.20,2C7,female,putamen,putamen,low
SRR15023943,RNA-Seq,202,13027138974,PRJNA743291,SAMN20012553,4352499737,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335615,GSM5415141,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:53:00Z,1,GSM5415141,SRP326660,7.27,4J3,female,primary motor cortex,primary motor cortex,mid
SRR15023953,RNA-Seq,202,6724232358,PRJNA743291,SAMN20012597,2160595793,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335641,GSM5415151,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:46:00Z,1,GSM5415151,SRP326660,6.97,9I5,female,ventromedial hypothalamus,ventromedial hypothalamus,mid
SRR15023954,RNA-Seq,202,8755989566,PRJNA743291,SAMN20012596,2877166696,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335642,GSM5415152,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:57:00Z,1,GSM5415152,SRP326660,7.05,6I4,male,putamen,putamen,mid
SRR15023959,RNA-Seq,202,7622064990,PRJNA743291,SAMN20012591,2547972414,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335663,GSM5415157,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:11:00Z,1,GSM5415157,SRP326660,7.05,6I4,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,mid
SRR15023961,RNA-Seq,202,7989847602,PRJNA743291,SAMN20012589,2561097779,GEO,public,"run.zq,sra,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335665,GSM5415159,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415159,SRP326660,5.08,5N1,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,mid
SRR15023962,RNA-Seq,202,6199513724,PRJNA743291,SAMN20012588,2064471188,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335666,GSM5415160,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:45:00Z,1,GSM5415160,SRP326660,8.19,5H7,male,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,low
SRR15023964,RNA-Seq,202,5890213344,PRJNA743291,SAMN20012586,1916951378,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335668,GSM5415162,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:45:00Z,1,GSM5415162,SRP326660,6.94,9I7,female,amygdala,amygdala,low
SRR15023965,RNA-Seq,202,5993567250,PRJNA743291,SAMN20012585,1958062843,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335669,GSM5415163,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:47:00Z,1,GSM5415163,SRP326660,14.91,20S,female,putamen,putamen,mid
SRR15023966,RNA-Seq,202,5909852592,PRJNA743291,SAMN20012584,1926344400,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335670,GSM5415164,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:43:00Z,1,GSM5415164,SRP326660,5.13,9N0,female,lateral geniculate nucleus,lateral geniculate nucleus,high
SRR15023967,RNA-Seq,202,5597077206,PRJNA743291,SAMN20012583,1764848155,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335687,GSM5415165,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:43:00Z,1,GSM5415165,SRP326660,10.23,2E9,female,lateral geniculate nucleus,lateral geniculate nucleus,low
SRR15023969,RNA-Seq,202,6208166798,PRJNA743291,SAMN20012581,1951892948,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335689,GSM5415167,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:49:00Z,1,GSM5415167,SRP326660,5.08,5N1,female,ventromedial hypothalamus,ventromedial hypothalamus,mid
SRR15023970,RNA-Seq,202,8771442162,PRJNA743291,SAMN20012580,2863937566,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335690,GSM5415168,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415168,SRP326660,6.94,9I7,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,low
SRR15023971,RNA-Seq,202,6712722196,PRJNA743291,SAMN20012579,2141603219,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335691,GSM5415169,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:04:00Z,1,GSM5415169,SRP326660,10.17,9C6,male,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,low
SRR15023972,RNA-Seq,202,6510241638,PRJNA743291,SAMN20012578,2103757066,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335692,GSM5415170,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:04:00Z,1,GSM5415170,SRP326660,14.91,20S,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,mid
SRR15023973,RNA-Seq,202,5178402512,PRJNA743291,SAMN20012577,1634972674,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335693,GSM5415171,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:45:00Z,1,GSM5415171,SRP326660,12.07,3A9,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,low
SRR15023974,RNA-Seq,202,9084824356,PRJNA743291,SAMN20012576,3053693934,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335694,GSM5415172,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:57:00Z,1,GSM5415172,SRP326660,6.05,8L6,male,putamen,putamen,low
SRR15023975,RNA-Seq,202,6322722210,PRJNA743291,SAMN20012575,2002538141,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335711,GSM5415173,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415173,SRP326660,11.18,5B6,female,ventromedial hypothalamus,ventromedial hypothalamus,high
SRR15023976,RNA-Seq,202,8733181544,PRJNA743291,SAMN20012574,2870832018,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335712,GSM5415174,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:01:00Z,1,GSM5415174,SRP326660,13.95,94S,female,ventromedial hypothalamus,ventromedial hypothalamus,low
SRR15023977,RNA-Seq,202,7579731850,PRJNA743291,SAMN20012573,2451968557,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335713,GSM5415175,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:49:00Z,1,GSM5415175,SRP326660,5.13,9N0,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,high
SRR15023978,RNA-Seq,202,6310980556,PRJNA743291,SAMN20012572,2029369887,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335714,GSM5415176,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:45:00Z,1,GSM5415176,SRP326660,19.89,22H,female,primary visual cortex,primary visual cortex,mid
SRR15023981,RNA-Seq,202,10538182036,PRJNA743291,SAMN20011931,3493479305,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335717,GSM5415179,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:07:00Z,1,GSM5415179,SRP326660,14.10,80S,female,dentate gyrus,dentate gyrus,low
SRR15023982,RNA-Seq,202,7783610046,PRJNA743291,SAMN20011930,2560619226,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335718,GSM5415180,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:50:00Z,1,GSM5415180,SRP326660,6.13,7L0,female,dorsomedial prefrontal cortex,dorsomedial prefrontal cortex,low
SRR15023984,RNA-Seq,202,5132524878,PRJNA743291,SAMN20011928,1639173645,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335736,GSM5415182,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:46:00Z,1,GSM5415182,SRP326660,11.20,2C7,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,low
SRR15023985,RNA-Seq,202,7131049450,PRJNA743291,SAMN20011927,2346643524,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335737,GSM5415183,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:05:00Z,1,GSM5415183,SRP326660,,,,,,
SRR15023986,RNA-Seq,202,5536467106,PRJNA743291,SAMN20011926,1767334281,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335738,GSM5415184,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415184,SRP326660,6.94,9I7,female,ventromedial hypothalamus,ventromedial hypothalamus,low
SRR15023987,RNA-Seq,202,8115654818,PRJNA743291,SAMN20011925,2682053055,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335739,GSM5415185,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:53:00Z,1,GSM5415185,SRP326660,8.19,5H7,male,primary motor cortex,primary motor cortex,low
SRR15023988,RNA-Seq,202,8363994830,PRJNA743291,SAMN20011924,2698149565,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335740,GSM5415186,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:53:00Z,1,GSM5415186,SRP326660,7.27,4J3,female,ventrolateral prefrontal cortex,ventrolateral prefrontal cortex,mid
SRR15023989,RNA-Seq,202,6228797260,PRJNA743291,SAMN20011923,1987965166,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335741,GSM5415187,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415187,SRP326660,6.16,8K7,female,primary motor cortex,primary motor cortex,high
SRR15023990,RNA-Seq,202,6912646646,PRJNA743291,SAMN20011922,2194004218,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335742,GSM5415188,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:50:00Z,1,GSM5415188,SRP326660,5.08,5N1,female,primary motor cortex,primary motor cortex,mid
SRR15023992,RNA-Seq,202,6892813680,PRJNA743291,SAMN20011920,2232679437,GEO,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335760,GSM5415190,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:51:00Z,1,GSM5415190,SRP326660,7.03,0K1,male,ventromedial prefrontal cortex,ventromedial prefrontal cortex,low
SRR15023993,RNA-Seq,202,9704959508,PRJNA743291,SAMN20011919,3153968905,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335761,GSM5415191,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:23:00Z,1,GSM5415191,SRP326660,10.75,4C6,male,amygdala,amygdala,mid
SRR15023994,RNA-Seq,202,6768837594,PRJNA743291,SAMN20011918,2106548519,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335762,GSM5415192,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:11:00Z,1,GSM5415192,SRP326660,8.19,5H7,male,superior temporal sulcus,superior temporal sulcus,low
SRR15023995,RNA-Seq,202,5924457596,PRJNA743291,SAMN20011917,1899985640,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335763,GSM5415193,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:08:00Z,1,GSM5415193,SRP326660,12.96,48V,female,superior temporal sulcus,superior temporal sulcus,mid
SRR15023997,RNA-Seq,202,5886394938,PRJNA743291,SAMN20011915,1958239058,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335765,GSM5415195,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:52:00Z,1,GSM5415195,SRP326660,10.17,9C6,male,dorsolateral prefrontal cortex,dorsolateral prefrontal cortex,low
SRR15023998,RNA-Seq,202,8068848590,PRJNA743291,SAMN20011914,2709353102,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335766,GSM5415196,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T14:07:00Z,1,GSM5415196,SRP326660,5.08,5N1,female,lateral geniculate nucleus,lateral geniculate nucleus,mid
SRR15024005,RNA-Seq,202,6718835524,PRJNA743291,SAMN20011908,2197508417,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11335789,GSM5415203,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:54:00Z,1,GSM5415203,SRP326660,12.96,48V,female,anterior cingulate cortex,anterior cingulate cortex,mid
SRR15024006,RNA-Seq,202,7946428914,PRJNA743291,SAMN20011907,2612547972,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335790,GSM5415204,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:59:00Z,1,GSM5415204,SRP326660,6.05,3L6,male,cornu ammonis 3,cornu ammonis 3,mid
SRR15024007,RNA-Seq,202,5710768462,PRJNA743291,SAMN20011911,1827183434,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11335807,GSM5415205,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:59:00Z,1,GSM5415205,SRP326660,16.02,36O,female,cornu ammonis 3,cornu ammonis 3,low
SRR15024008,RNA-Seq,202,2879637260,PRJNA743291,SAMN20011904,854093287,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11335808,GSM5415206,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:52:00Z,1,GSM5415206,SRP326660,12.96,48V,female,ventromedial prefrontal cortex,ventromedial prefrontal cortex,mid
SRR15024009,RNA-Seq,202,3836298958,PRJNA743291,SAMN20011903,1133514918,GEO,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335809,GSM5415207,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415207,SRP326660,8.19,5H7,male,lateral geniculate nucleus,lateral geniculate nucleus,low
SRR15024010,RNA-Seq,202,3624926966,PRJNA743291,SAMN20011902,1081507529,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335810,GSM5415208,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415208,SRP326660,5.89,3L5,male,putamen,putamen,mid
SRR15024011,RNA-Seq,202,2945994866,PRJNA743291,SAMN20012079,879492500,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335811,GSM5415209,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:44:00Z,1,GSM5415209,SRP326660,7.05,6I4,male,dentate gyrus,dentate gyrus,mid
SRR15024012,RNA-Seq,202,5051698214,PRJNA743291,SAMN20012078,1521453779,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11335812,GSM5415210,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:47:00Z,1,GSM5415210,SRP326660,6.16,8K7,female,ventromedial hypothalamus,ventromedial hypothalamus,high
SRR15024013,RNA-Seq,202,4371701574,PRJNA743291,SAMN20012077,1308014115,GEO,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11335813,GSM5415211,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:47:00Z,1,GSM5415211,SRP326660,14.91,20S,female,caudate nucleus,caudate nucleus,mid
SRR15024014,RNA-Seq,202,5705801282,PRJNA743291,SAMN20012076,1730334136,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335814,GSM5415212,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:49:00Z,1,GSM5415212,SRP326660,5.13,9N0,female,superior temporal sulcus,superior temporal sulcus,high
SRR15024015,RNA-Seq,202,5140374800,PRJNA743291,SAMN20012075,1555231462,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11335831,GSM5415213,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Macaca mulatta,ILLUMINA,2022-11-10T00:00:00Z,2021-07-03T13:48:00Z,1,GSM5415213,SRP326660,6.05,8L6,male,ventromedial hypothalamus,ventromedial hypothalamus,low
